cell_id,cell_id,level1class,n_genes_by_counts,total_counts,label,n_genes,total_counts_mt,pct_counts_mt
1772066103_C03,1772066103_C03,pyramidal CA1,3991,11450.0,pyramidal CA1,3991,0.0,0.0
1772066100_A10,1772066100_A10,pyramidal CA1,3014,7408.0,pyramidal CA1,3014,0.0,0.0
1772071036_A05,1772071036_A05,pyramidal CA1,4146,11686.0,pyramidal CA1,4149,0.0,0.0
1772066096_E01,1772066096_E01,pyramidal CA1,3591,10054.0,pyramidal CA1,3591,0.0,0.0
1772066080_G02,1772066080_G02,pyramidal CA1,3001,7166.0,pyramidal CA1,3001,0.0,0.0
1772066101_E12,1772066101_E12,pyramidal CA1,3630,10322.0,pyramidal CA1,3630,0.0,0.0
1772066098_D02,1772066098_D02,pyramidal CA1,4380,12505.0,pyramidal CA1,4382,0.0,0.0
1772066107_B11,1772066107_B11,pyramidal CA1,4821,14940.0,pyramidal CA1,4821,0.0,0.0
1772066098_H05,1772066098_H05,pyramidal CA1,3505,8206.0,pyramidal CA1,3506,0.0,0.0
1772066100_B07,1772066100_B07,pyramidal CA1,3046,8327.0,pyramidal CA1,3046,0.0,0.0
1772066104_A04,1772066104_A04,pyramidal SS,3593,9288.0,pyramidal SS,3593,0.0,0.0
1772066101_C12,1772066101_C12,pyramidal CA1,3157,7888.0,pyramidal CA1,3157,0.0,0.0
1772066101_G10,1772066101_G10,pyramidal CA1,3912,11671.0,pyramidal CA1,3912,0.0,0.0
1772066073_F09,1772066073_F09,pyramidal CA1,4047,10537.0,pyramidal CA1,4048,0.0,0.0
1772066102_B07,1772066102_B07,pyramidal CA1,3963,10878.0,pyramidal CA1,3963,0.0,0.0
1772066102_E05,1772066102_E05,pyramidal CA1,4978,16654.0,pyramidal CA1,4978,0.0,0.0
1772066102_F05,1772066102_F05,pyramidal CA1,3794,9437.0,pyramidal CA1,3794,0.0,0.0
1772066100_F10,1772066100_F10,pyramidal CA1,3493,10148.0,pyramidal CA1,3493,0.0,0.0
1772066098_C03,1772066098_C03,pyramidal CA1,3840,10162.0,pyramidal CA1,3841,0.0,0.0
1772066098_E03,1772066098_E03,pyramidal CA1,3836,10003.0,pyramidal CA1,3836,0.0,0.0
1772071035_F05,1772071035_F05,pyramidal CA1,4281,14318.0,pyramidal CA1,4282,0.0,0.0
1772066095_F06,1772066095_F06,pyramidal CA1,4102,18742.0,pyramidal CA1,4102,0.0,0.0
1772066101_C01,1772066101_C01,pyramidal CA1,4300,12843.0,pyramidal CA1,4300,0.0,0.0
1772066097_H11,1772066097_H11,pyramidal CA1,6855,24877.0,pyramidal CA1,6858,0.0,0.0
1772071036_G03,1772071036_G03,pyramidal CA1,3135,7635.0,pyramidal CA1,3135,0.0,0.0
1772066098_D05,1772066098_D05,pyramidal CA1,2848,6264.0,pyramidal CA1,2848,0.0,0.0
1772066095_G03,1772066095_G03,pyramidal CA1,3226,8953.0,pyramidal CA1,3226,0.0,0.0
1772066101_C08,1772066101_C08,pyramidal CA1,3845,11048.0,pyramidal CA1,3845,0.0,0.0
1772066101_D08,1772066101_D08,pyramidal CA1,4263,12799.0,pyramidal CA1,4264,0.0,0.0
1772066095_B11,1772066095_B11,pyramidal CA1,3613,9274.0,pyramidal CA1,3613,0.0,0.0
1772066097_C10,1772066097_C10,pyramidal CA1,3081,7361.0,pyramidal CA1,3081,0.0,0.0
1772066096_D10,1772066096_D10,pyramidal CA1,3899,11117.0,pyramidal CA1,3899,0.0,0.0
1772066098_H06,1772066098_H06,pyramidal CA1,4178,11335.0,pyramidal CA1,4178,0.0,0.0
1772066101_D03,1772066101_D03,pyramidal CA1,3722,10753.0,pyramidal CA1,3722,0.0,0.0
1772066096_E05,1772066096_E05,pyramidal CA1,3557,11378.0,pyramidal CA1,3557,0.0,0.0
1772066098_A06,1772066098_A06,pyramidal CA1,4214,11527.0,pyramidal CA1,4214,0.0,0.0
1772066080_H05,1772066080_H05,pyramidal CA1,3081,6983.0,pyramidal CA1,3081,0.0,0.0
1772066098_F07,1772066098_F07,pyramidal CA1,3740,10322.0,pyramidal CA1,3740,0.0,0.0
1772066098_B02,1772066098_B02,pyramidal CA1,3603,9319.0,pyramidal CA1,3603,0.0,0.0
1772066099_F12,1772066099_F12,pyramidal CA1,3723,11397.0,pyramidal CA1,3723,0.0,0.0
1772066090_F11,1772066090_F11,pyramidal CA1,4333,13261.0,pyramidal CA1,4334,0.0,0.0
1772066080_B01,1772066080_B01,pyramidal CA1,4039,13047.0,pyramidal CA1,4039,0.0,0.0
1772066107_B05,1772066107_B05,pyramidal CA1,4642,12593.0,pyramidal CA1,4643,0.0,0.0
1772067057_H05,1772067057_H05,pyramidal CA1,4262,12692.0,pyramidal CA1,4264,0.0,0.0
1772066102_F06,1772066102_F06,pyramidal CA1,4799,14874.0,pyramidal CA1,4800,0.0,0.0
1772066073_B08,1772066073_B08,pyramidal CA1,3829,10685.0,pyramidal CA1,3829,0.0,0.0
1772066100_G02,1772066100_G02,pyramidal CA1,3392,9754.0,pyramidal CA1,3392,0.0,0.0
1772066098_E02,1772066098_E02,pyramidal CA1,4684,13616.0,pyramidal CA1,4684,0.0,0.0
1772066097_A05,1772066097_A05,pyramidal CA1,4521,13935.0,pyramidal CA1,4521,0.0,0.0
1772066073_D10,1772066073_D10,pyramidal CA1,4771,15463.0,pyramidal CA1,4771,0.0,0.0
1772066098_E09,1772066098_E09,pyramidal CA1,4805,14711.0,pyramidal CA1,4806,0.0,0.0
1772071036_E01,1772071036_E01,pyramidal CA1,4337,13554.0,pyramidal CA1,4337,0.0,0.0
1772066101_G04,1772066101_G04,pyramidal CA1,3193,7344.0,pyramidal CA1,3193,0.0,0.0
1772066098_D09,1772066098_D09,pyramidal CA1,2978,6843.0,pyramidal CA1,2978,0.0,0.0
1772066096_B10,1772066096_B10,pyramidal CA1,3196,7682.0,pyramidal CA1,3197,0.0,0.0
1772066104_A01,1772066104_A01,pyramidal SS,2950,7334.0,pyramidal SS,2952,0.0,0.0
1772066097_D06,1772066097_D06,pyramidal CA1,4624,14037.0,pyramidal CA1,4624,0.0,0.0
1772066098_A08,1772066098_A08,pyramidal CA1,3241,8051.0,pyramidal CA1,3241,0.0,0.0
1772066097_D07,1772066097_D07,pyramidal CA1,4057,10566.0,pyramidal CA1,4057,0.0,0.0
1772066107_H12,1772066107_H12,pyramidal CA1,4973,15215.0,pyramidal CA1,4973,0.0,0.0
1772066089_H10,1772066089_H10,pyramidal CA1,3866,11019.0,pyramidal CA1,3866,0.0,0.0
1772066101_H01,1772066101_H01,pyramidal CA1,5080,17896.0,pyramidal CA1,5080,0.0,0.0
1772066076_C05,1772066076_C05,pyramidal CA1,3790,10559.0,pyramidal CA1,3790,0.0,0.0
1772066101_D02,1772066101_D02,pyramidal CA1,4091,13397.0,pyramidal CA1,4091,0.0,0.0
1772066089_B02,1772066089_B02,pyramidal CA1,4453,12913.0,pyramidal CA1,4453,0.0,0.0
1772066080_B12,1772066080_B12,pyramidal CA1,4001,12113.0,pyramidal CA1,4002,0.0,0.0
1772067076_A09,1772067076_A09,pyramidal CA1,5073,15842.0,pyramidal CA1,5079,0.0,0.0
1772066096_G02,1772066096_G02,pyramidal CA1,3834,11667.0,pyramidal CA1,3834,0.0,0.0
1772066097_F12,1772066097_F12,pyramidal CA1,5333,22044.0,pyramidal CA1,5334,0.0,0.0
1772066080_E06,1772066080_E06,pyramidal CA1,5717,18904.0,pyramidal CA1,5718,0.0,0.0
1772066073_F04,1772066073_F04,pyramidal CA1,4529,15523.0,pyramidal CA1,4529,0.0,0.0
1772066096_F09,1772066096_F09,pyramidal CA1,4477,17676.0,pyramidal CA1,4477,0.0,0.0
1772066074_B01,1772066074_B01,pyramidal CA1,4450,12460.0,pyramidal CA1,4451,0.0,0.0
1772066098_F02,1772066098_F02,pyramidal CA1,4052,10596.0,pyramidal CA1,4052,0.0,0.0
1772066095_D01,1772066095_D01,pyramidal CA1,3755,10620.0,pyramidal CA1,3756,0.0,0.0
1772066098_A02,1772066098_A02,pyramidal CA1,3303,9058.0,pyramidal CA1,3303,0.0,0.0
1772066101_D11,1772066101_D11,pyramidal CA1,3060,7952.0,pyramidal CA1,3060,0.0,0.0
1772066098_H04,1772066098_H04,pyramidal CA1,4540,13374.0,pyramidal CA1,4540,0.0,0.0
1772066100_A11,1772066100_A11,pyramidal CA1,3472,10477.0,pyramidal CA1,3472,0.0,0.0
1772066074_B08,1772066074_B08,pyramidal CA1,3433,8874.0,pyramidal CA1,3433,0.0,0.0
1772066099_B10,1772066099_B10,pyramidal CA1,3051,7187.0,pyramidal CA1,3051,0.0,0.0
1772066080_C05,1772066080_C05,pyramidal CA1,3781,9815.0,pyramidal CA1,3783,0.0,0.0
1772066099_C05,1772066099_C05,pyramidal CA1,4550,12784.0,pyramidal CA1,4555,0.0,0.0
1772066089_G12,1772066089_G12,pyramidal CA1,5035,16168.0,pyramidal CA1,5036,0.0,0.0
1772066099_H03,1772066099_H03,pyramidal CA1,4286,12143.0,pyramidal CA1,4286,0.0,0.0
1772066080_D01,1772066080_D01,pyramidal CA1,4039,12751.0,pyramidal CA1,4040,0.0,0.0
1772066070_A05,1772066070_A05,pyramidal CA1,4737,13636.0,pyramidal CA1,4737,0.0,0.0
1772066073_H01,1772066073_H01,pyramidal CA1,4203,11796.0,pyramidal CA1,4203,0.0,0.0
1772066101_F05,1772066101_F05,pyramidal CA1,3474,9306.0,pyramidal CA1,3474,0.0,0.0
1772066098_E01,1772066098_E01,pyramidal CA1,3941,10665.0,pyramidal CA1,3941,0.0,0.0
1772066097_E12,1772066097_E12,pyramidal CA1,4434,13779.0,pyramidal CA1,4434,0.0,0.0
1772066095_B10,1772066095_B10,pyramidal CA1,3150,7698.0,pyramidal CA1,3150,0.0,0.0
1772066096_C05,1772066096_C05,pyramidal CA1,3740,10781.0,pyramidal CA1,3740,0.0,0.0
1772066089_B10,1772066089_B10,pyramidal CA1,3803,9755.0,pyramidal CA1,3804,0.0,0.0
1772066101_F11,1772066101_F11,pyramidal CA1,3758,10104.0,pyramidal CA1,3758,0.0,0.0
1772066074_A01,1772066074_A01,pyramidal CA1,3546,10248.0,pyramidal CA1,3546,0.0,0.0
1772066097_C11,1772066097_C11,pyramidal CA1,4452,13532.0,pyramidal CA1,4452,0.0,0.0
1772066073_C10,1772066073_C10,pyramidal CA1,4191,13731.0,pyramidal CA1,4191,0.0,0.0
1772066101_A04,1772066101_A04,pyramidal CA1,3999,11222.0,pyramidal CA1,3999,0.0,0.0
1772066108_G05,1772066108_G05,pyramidal CA1,4608,14608.0,pyramidal CA1,4609,0.0,0.0
1772066097_C05,1772066097_C05,pyramidal CA1,3994,11907.0,pyramidal CA1,3994,0.0,0.0
1772066107_B12,1772066107_B12,pyramidal CA1,4242,11186.0,pyramidal CA1,4245,0.0,0.0
1772066089_F09,1772066089_F09,pyramidal CA1,5825,27272.0,pyramidal CA1,5825,0.0,0.0
1772066099_F05,1772066099_F05,pyramidal CA1,5359,19453.0,pyramidal CA1,5359,0.0,0.0
1772066090_B10,1772066090_B10,pyramidal CA1,5558,19075.0,pyramidal CA1,5559,0.0,0.0
1772066095_C01,1772066095_C01,pyramidal CA1,4824,16584.0,pyramidal CA1,4825,0.0,0.0
1772066096_E12,1772066096_E12,pyramidal CA1,5019,19560.0,pyramidal CA1,5019,0.0,0.0
1772066098_E05,1772066098_E05,pyramidal CA1,5388,19081.0,pyramidal CA1,5388,0.0,0.0
1772066102_D05,1772066102_D05,pyramidal CA1,3232,7440.0,pyramidal CA1,3232,0.0,0.0
1772066089_G05,1772066089_G05,pyramidal CA1,4049,11541.0,pyramidal CA1,4049,0.0,0.0
1772066076_A03,1772066076_A03,pyramidal CA1,4808,16159.0,pyramidal CA1,4808,0.0,0.0
1772066097_A11,1772066097_A11,pyramidal CA1,3906,11268.0,pyramidal CA1,3906,0.0,0.0
1772066102_A12,1772066102_A12,pyramidal CA1,3944,10205.0,pyramidal CA1,3944,0.0,0.0
1772066100_E09,1772066100_E09,pyramidal CA1,4160,13263.0,pyramidal CA1,4161,0.0,0.0
1772066070_H05,1772066070_H05,pyramidal CA1,4910,14912.0,pyramidal CA1,4910,0.0,0.0
1772066089_G10,1772066089_G10,pyramidal CA1,4021,12116.0,pyramidal CA1,4021,0.0,0.0
1772067076_H04,1772067076_H04,pyramidal CA1,4687,13820.0,pyramidal CA1,4687,0.0,0.0
1772066103_A05,1772066103_A05,pyramidal CA1,4240,14190.0,pyramidal CA1,4241,0.0,0.0
1772066095_C03,1772066095_C03,pyramidal CA1,4106,12717.0,pyramidal CA1,4106,0.0,0.0
1772066089_F11,1772066089_F11,pyramidal CA1,5179,18756.0,pyramidal CA1,5179,0.0,0.0
1772066073_A10,1772066073_A10,pyramidal CA1,5182,18387.0,pyramidal CA1,5182,0.0,0.0
1772066097_G10,1772066097_G10,pyramidal CA1,4449,14232.0,pyramidal CA1,4449,0.0,0.0
1772066098_C09,1772066098_C09,pyramidal CA1,3926,11180.0,pyramidal CA1,3926,0.0,0.0
1772066097_H03,1772066097_H03,pyramidal CA1,4185,14192.0,pyramidal CA1,4185,0.0,0.0
1772066096_A01,1772066096_A01,pyramidal CA1,4314,15227.0,pyramidal CA1,4314,0.0,0.0
1772067057_D10,1772067057_D10,pyramidal CA1,4457,13599.0,pyramidal CA1,4457,0.0,0.0
1772066097_H10,1772066097_H10,pyramidal CA1,3370,8224.0,pyramidal CA1,3370,0.0,0.0
1772066095_C06,1772066095_C06,pyramidal CA1,3627,11660.0,pyramidal CA1,3627,0.0,0.0
1772066095_B09,1772066095_B09,pyramidal CA1,3253,8070.0,pyramidal CA1,3253,0.0,0.0
1772066074_A09,1772066074_A09,pyramidal CA1,3740,11070.0,pyramidal CA1,3740,0.0,0.0
1772066096_F01,1772066096_F01,pyramidal CA1,4124,13068.0,pyramidal CA1,4124,0.0,0.0
1772066097_A06,1772066097_A06,pyramidal CA1,4969,16543.0,pyramidal CA1,4969,0.0,0.0
1772066102_A10,1772066102_A10,pyramidal CA1,3917,10990.0,pyramidal CA1,3917,0.0,0.0
1772066099_A08,1772066099_A08,pyramidal CA1,4750,16419.0,pyramidal CA1,4750,0.0,0.0
1772066089_A09,1772066089_A09,pyramidal CA1,4221,12394.0,pyramidal CA1,4221,0.0,0.0
1772066097_C02,1772066097_C02,pyramidal CA1,4187,12501.0,pyramidal CA1,4187,0.0,0.0
1772066102_A02,1772066102_A02,pyramidal CA1,4746,15342.0,pyramidal CA1,4746,0.0,0.0
1772066074_D07,1772066074_D07,pyramidal CA1,4639,16171.0,pyramidal CA1,4640,0.0,0.0
1772067057_C12,1772067057_C12,pyramidal CA1,5566,20746.0,pyramidal CA1,5566,0.0,0.0
1772066099_B11,1772066099_B11,pyramidal CA1,3164,7935.0,pyramidal CA1,3164,0.0,0.0
1772066076_E01,1772066076_E01,pyramidal CA1,3795,10819.0,pyramidal CA1,3795,0.0,0.0
1772066073_C11,1772066073_C11,pyramidal CA1,4322,15732.0,pyramidal CA1,4322,0.0,0.0
1772066074_F07,1772066074_F07,pyramidal CA1,4032,12706.0,pyramidal CA1,4032,0.0,0.0
1772066101_C05,1772066101_C05,pyramidal CA1,3768,10333.0,pyramidal CA1,3768,0.0,0.0
1772066096_G10,1772066096_G10,pyramidal CA1,3762,11655.0,pyramidal CA1,3762,0.0,0.0
1772066099_H05,1772066099_H05,pyramidal CA1,3799,11724.0,pyramidal CA1,3799,0.0,0.0
1772066097_B05,1772066097_B05,pyramidal CA1,4732,16185.0,pyramidal CA1,4732,0.0,0.0
1772066095_H12,1772066095_H12,pyramidal CA1,4458,16869.0,pyramidal CA1,4458,0.0,0.0
1772066076_A04,1772066076_A04,pyramidal CA1,4512,15071.0,pyramidal CA1,4512,0.0,0.0
1772066080_H03,1772066080_H03,pyramidal CA1,4175,15125.0,pyramidal CA1,4175,0.0,0.0
1772066102_G05,1772066102_G05,pyramidal CA1,4645,16301.0,pyramidal CA1,4646,0.0,0.0
1772066080_G03,1772066080_G03,pyramidal CA1,4551,16817.0,pyramidal CA1,4551,0.0,0.0
1772066073_F06,1772066073_F06,pyramidal CA1,5125,18210.0,pyramidal CA1,5126,0.0,0.0
1772067057_C06,1772067057_C06,pyramidal CA1,4531,14248.0,pyramidal CA1,4531,0.0,0.0
1772067076_A07,1772067076_A07,pyramidal CA1,5480,29202.0,pyramidal CA1,5481,0.0,0.0
1772066098_C08,1772066098_C08,pyramidal CA1,4028,11678.0,pyramidal CA1,4029,0.0,0.0
1772066097_B04,1772066097_B04,pyramidal CA1,4657,15920.0,pyramidal CA1,4657,0.0,0.0
1772066107_G04,1772066107_G04,pyramidal CA1,4600,14306.0,pyramidal CA1,4600,0.0,0.0
1772066099_G10,1772066099_G10,pyramidal CA1,4670,15622.0,pyramidal CA1,4670,0.0,0.0
1772066089_G11,1772066089_G11,pyramidal CA1,4485,13648.0,pyramidal CA1,4485,0.0,0.0
1772066097_G05,1772066097_G05,pyramidal CA1,4258,13538.0,pyramidal CA1,4258,0.0,0.0
1772066096_F12,1772066096_F12,pyramidal CA1,5574,24539.0,pyramidal CA1,5575,0.0,0.0
1772066073_C04,1772066073_C04,pyramidal CA1,4687,17171.0,pyramidal CA1,4687,0.0,0.0
1772066089_D10,1772066089_D10,pyramidal CA1,4816,15003.0,pyramidal CA1,4817,0.0,0.0
1772066099_G12,1772066099_G12,pyramidal CA1,5221,23797.0,pyramidal CA1,5222,0.0,0.0
1772066097_A01,1772066097_A01,pyramidal CA1,4834,16702.0,pyramidal CA1,4834,0.0,0.0
1772066099_A06,1772066099_A06,pyramidal CA1,5023,16142.0,pyramidal CA1,5034,0.0,0.0
1772067057_G07,1772067057_G07,oligodendrocytes,4105,14253.0,oligodendrocytes,4105,0.0,0.0
1772067076_C07,1772067076_C07,oligodendrocytes,4611,29271.0,oligodendrocytes,4612,0.0,0.0
1772067064_G07,1772067064_G07,oligodendrocytes,4170,14318.0,oligodendrocytes,4172,0.0,0.0
1772067070_D08,1772067070_D08,oligodendrocytes,1577,5374.0,oligodendrocytes,1578,0.0,0.0
1772058177_D03,1772058177_D03,oligodendrocytes,4287,23506.0,oligodendrocytes,4289,0.0,0.0
1772067074_C07,1772067074_C07,oligodendrocytes,5792,36376.0,oligodendrocytes,5792,0.0,0.0
1772063070_G03,1772063070_G03,oligodendrocytes,3909,23605.0,oligodendrocytes,3910,0.0,0.0
1772058177_D09,1772058177_D09,oligodendrocytes,3860,27995.0,oligodendrocytes,3861,0.0,0.0
1772066080_G07,1772066080_G07,oligodendrocytes,4841,17704.0,oligodendrocytes,4844,0.0,0.0
1772063063_C07,1772063063_C07,oligodendrocytes,3786,17003.0,oligodendrocytes,3786,0.0,0.0
1772066080_D07,1772066080_D07,oligodendrocytes,3461,13395.0,oligodendrocytes,3462,0.0,0.0
1772062114_G10,1772062114_G10,oligodendrocytes,4894,24502.0,oligodendrocytes,4896,0.0,0.0
1772063061_G05,1772063061_G05,oligodendrocytes,2966,14607.0,oligodendrocytes,2966,0.0,0.0
1772058171_C02,1772058171_C02,oligodendrocytes,3114,20303.0,oligodendrocytes,3115,0.0,0.0
1772067063_D03,1772067063_D03,oligodendrocytes,3466,15442.0,oligodendrocytes,3466,0.0,0.0
1772062111_F07,1772062111_F07,oligodendrocytes,3724,17734.0,oligodendrocytes,3724,0.0,0.0
1772071036_G12,1772071036_G12,oligodendrocytes,4189,16213.0,oligodendrocytes,4191,0.0,0.0
1772067070_A05,1772067070_A05,oligodendrocytes,1715,5668.0,oligodendrocytes,1715,0.0,0.0
1772062111_H05,1772062111_H05,oligodendrocytes,2964,9745.0,oligodendrocytes,2965,0.0,0.0
1772062114_A12,1772062114_A12,oligodendrocytes,3577,15253.0,oligodendrocytes,3580,0.0,0.0
1772066095_B05,1772066095_B05,oligodendrocytes,1885,4601.0,oligodendrocytes,1885,0.0,0.0
1772060226_F05,1772060226_F05,oligodendrocytes,2826,7605.0,oligodendrocytes,2826,0.0,0.0
1772066098_C04,1772066098_C04,oligodendrocytes,2595,6497.0,oligodendrocytes,2595,0.0,0.0
1772062115_A09,1772062115_A09,oligodendrocytes,3333,10689.0,oligodendrocytes,3333,0.0,0.0
1772066090_F05,1772066090_F05,oligodendrocytes,3493,7927.0,oligodendrocytes,3496,0.0,0.0
1772062109_A05,1772062109_A05,oligodendrocytes,3418,12337.0,oligodendrocytes,3419,0.0,0.0
1772062116_B05,1772062116_B05,oligodendrocytes,3563,12157.0,oligodendrocytes,3564,0.0,0.0
1772060240_A10,1772060240_A10,oligodendrocytes,2083,5582.0,oligodendrocytes,2083,0.0,0.0
1772066070_G12,1772066070_G12,oligodendrocytes,4909,17538.0,oligodendrocytes,4909,0.0,0.0
1772062115_D07,1772062115_D07,oligodendrocytes,3357,12834.0,oligodendrocytes,3357,0.0,0.0
1772063063_F08,1772063063_F08,oligodendrocytes,3076,8486.0,oligodendrocytes,3076,0.0,0.0
1772060224_G07,1772060224_G07,oligodendrocytes,3686,13082.0,oligodendrocytes,3686,0.0,0.0
1772060224_B04,1772060224_B04,oligodendrocytes,2166,6841.0,oligodendrocytes,2166,0.0,0.0
1772062115_C01,1772062115_C01,oligodendrocytes,2908,9303.0,oligodendrocytes,2908,0.0,0.0
1772066090_G12,1772066090_G12,oligodendrocytes,3206,7739.0,oligodendrocytes,3207,0.0,0.0
1772060225_A11,1772060225_A11,oligodendrocytes,1502,3345.0,oligodendrocytes,1502,0.0,0.0
1772066108_A08,1772066108_A08,oligodendrocytes,1982,4051.0,oligodendrocytes,1982,0.0,0.0
1772063078_B09,1772063078_B09,oligodendrocytes,2783,9330.0,oligodendrocytes,2784,0.0,0.0
1772063062_E07,1772063062_E07,oligodendrocytes,2698,8247.0,oligodendrocytes,2698,0.0,0.0
1772062115_G09,1772062115_G09,oligodendrocytes,1948,4131.0,oligodendrocytes,1948,0.0,0.0
1772063078_A11,1772063078_A11,oligodendrocytes,1827,5871.0,oligodendrocytes,1827,0.0,0.0
1772060225_A05,1772060225_A05,oligodendrocytes,2734,9388.0,oligodendrocytes,2734,0.0,0.0
1772062115_F08,1772062115_F08,oligodendrocytes,2344,6524.0,oligodendrocytes,2344,0.0,0.0
1772062128_B02,1772062128_B02,oligodendrocytes,2563,13119.0,oligodendrocytes,2563,0.0,0.0
1772058177_E11,1772058177_E11,oligodendrocytes,2735,13610.0,oligodendrocytes,2736,0.0,0.0
1772067059_D12,1772067059_D12,oligodendrocytes,2920,14030.0,oligodendrocytes,2920,0.0,0.0
1772063061_A09,1772063061_A09,oligodendrocytes,2932,13915.0,oligodendrocytes,2933,0.0,0.0
1772058177_A06,1772058177_A06,oligodendrocytes,3925,32849.0,oligodendrocytes,3926,0.0,0.0
1772058171_F09,1772058171_F09,oligodendrocytes,3678,23214.0,oligodendrocytes,3678,0.0,0.0
1772058171_B01,1772058171_B01,oligodendrocytes,3540,31752.0,oligodendrocytes,3540,0.0,0.0
1772058177_E10,1772058177_E10,oligodendrocytes,3012,18979.0,oligodendrocytes,3013,0.0,0.0
1772058171_H07,1772058171_H07,oligodendrocytes,5295,43937.0,oligodendrocytes,5296,0.0,0.0
1772067073_B03,1772067073_B03,oligodendrocytes,3646,14544.0,oligodendrocytes,3646,0.0,0.0
1772067069_H05,1772067069_H05,oligodendrocytes,5716,26466.0,oligodendrocytes,5718,0.0,0.0
1772063063_E07,1772063063_E07,oligodendrocytes,4485,22038.0,oligodendrocytes,4485,0.0,0.0
1772067069_B03,1772067069_B03,oligodendrocytes,3102,14300.0,oligodendrocytes,3102,0.0,0.0
1772067074_E07,1772067074_E07,oligodendrocytes,5019,28244.0,oligodendrocytes,5019,0.0,0.0
1772067069_F06,1772067069_F06,oligodendrocytes,3810,23636.0,oligodendrocytes,3811,0.0,0.0
1772060240_C09,1772060240_C09,oligodendrocytes,4683,14769.0,oligodendrocytes,4683,0.0,0.0
1772071044_G06,1772071044_G06,oligodendrocytes,3366,14913.0,oligodendrocytes,3366,0.0,0.0
1772063063_F03,1772063063_F03,oligodendrocytes,5184,19552.0,oligodendrocytes,5184,0.0,0.0
1772063063_B04,1772063063_B04,oligodendrocytes,3433,11496.0,oligodendrocytes,3433,0.0,0.0
1772067060_A02,1772067060_A02,oligodendrocytes,3655,12392.0,oligodendrocytes,3656,0.0,0.0
1772067059_F05,1772067059_F05,oligodendrocytes,2316,7733.0,oligodendrocytes,2316,0.0,0.0
1772066098_B11,1772066098_B11,oligodendrocytes,2943,8827.0,oligodendrocytes,2943,0.0,0.0
1772063061_A11,1772063061_A11,oligodendrocytes,4970,21867.0,oligodendrocytes,4972,0.0,0.0
1772063063_C02,1772063063_C02,oligodendrocytes,2698,7404.0,oligodendrocytes,2698,0.0,0.0
1772060240_F11,1772060240_F11,oligodendrocytes,2259,5840.0,oligodendrocytes,2260,0.0,0.0
1772063063_F05,1772063063_F05,oligodendrocytes,2954,8526.0,oligodendrocytes,2954,0.0,0.0
1772060225_F06,1772060225_F06,oligodendrocytes,2714,10393.0,oligodendrocytes,2714,0.0,0.0
1772063063_F10,1772063063_F10,oligodendrocytes,5410,16771.0,oligodendrocytes,5411,0.0,0.0
1772060225_E07,1772060225_E07,oligodendrocytes,3249,10784.0,oligodendrocytes,3249,0.0,0.0
1772060225_D10,1772060225_D10,oligodendrocytes,2767,8337.0,oligodendrocytes,2767,0.0,0.0
1772060225_B07,1772060225_B07,oligodendrocytes,2638,7908.0,oligodendrocytes,2638,0.0,0.0
1772063063_E10,1772063063_E10,oligodendrocytes,1922,4233.0,oligodendrocytes,1922,0.0,0.0
1772060226_G12,1772060226_G12,oligodendrocytes,2670,8040.0,oligodendrocytes,2670,0.0,0.0
1772060226_F10,1772060226_F10,oligodendrocytes,2286,6114.0,oligodendrocytes,2286,0.0,0.0
1772066077_A06,1772066077_A06,oligodendrocytes,3048,6410.0,oligodendrocytes,3048,0.0,0.0
1772062109_B08,1772062109_B08,oligodendrocytes,1340,2778.0,oligodendrocytes,1340,0.0,0.0
1772063079_C10,1772063079_C10,oligodendrocytes,1827,6636.0,oligodendrocytes,1827,0.0,0.0
1772060225_H11,1772060225_H11,oligodendrocytes,2182,6656.0,oligodendrocytes,2182,0.0,0.0
1772062111_F10,1772062111_F10,oligodendrocytes,2970,12198.0,oligodendrocytes,2970,0.0,0.0
1772066090_A04,1772066090_A04,oligodendrocytes,3413,9703.0,oligodendrocytes,3413,0.0,0.0
1772066110_F08,1772066110_F08,oligodendrocytes,4150,10957.0,oligodendrocytes,4150,0.0,0.0
1772062111_F05,1772062111_F05,oligodendrocytes,2421,8276.0,oligodendrocytes,2421,0.0,0.0
1772058177_D02,1772058177_D02,oligodendrocytes,3385,19788.0,oligodendrocytes,3385,0.0,0.0
1772062128_F06,1772062128_F06,oligodendrocytes,1813,8438.0,oligodendrocytes,1813,0.0,0.0
1772066110_H11,1772066110_H11,oligodendrocytes,3060,7955.0,oligodendrocytes,3065,0.0,0.0
1772066099_E05,1772066099_E05,oligodendrocytes,2855,9385.0,oligodendrocytes,2855,0.0,0.0
1772067076_B10,1772067076_B10,oligodendrocytes,3033,9449.0,oligodendrocytes,3035,0.0,0.0
1772066077_H04,1772066077_H04,oligodendrocytes,3760,13194.0,oligodendrocytes,3761,0.0,0.0
1772066099_D10,1772066099_D10,oligodendrocytes,3207,9510.0,oligodendrocytes,3209,0.0,0.0
1772066102_E10,1772066102_E10,oligodendrocytes,2841,8030.0,oligodendrocytes,2845,0.0,0.0
1772062111_F11,1772062111_F11,oligodendrocytes,2818,12693.0,oligodendrocytes,2818,0.0,0.0
1772062111_F06,1772062111_F06,oligodendrocytes,2912,14832.0,oligodendrocytes,2912,0.0,0.0
1772062109_C06,1772062109_C06,oligodendrocytes,3524,12675.0,oligodendrocytes,3524,0.0,0.0
